src,dst,add_st,mul_st
1,2,2.0,1.6666666666666667
1,3,3.0,2.5
1,4,2.0,1.6666666666666667
1,5,1.0,1.3333333333333333
1,6,2.0,1.6666666666666667
1,7,4.0,3.0
1,8,3.0,2.5
1,9,2.0,1.6666666666666667
1,10,3.0,2.5
1,11,1.0,1.25
1,12,4.0,3.0
1,13,2.0,1.6666666666666667
1,14,1.0,1.25
1,15,1.0,1.3333333333333333
1,16,1.0,1.25
1,17,1.0,1.25
1,18,2.0,1.6666666666666667
1,19,1.0,1.25
1,20,2.0,1.6666666666666667
1,21,1.0,1.25
1,22,1.0,1.25
1,23,1.0,1.25
1,24,0.0,1.0
1,25,0.0,1.0
1,26,2.0,1.6666666666666667
1,27,2.0,1.6666666666666667
1,28,1.0,1.25
1,29,2.0,1.6666666666666667
1,30,4.0,3.0
1,31,2.0,1.6666666666666667
1,32,2.0,1.6666666666666667
2,1,1.0,1.3333333333333333
2,3,2.0,2.0
2,4,2.0,2.0
2,5,2.0,2.0
2,6,1.0,1.3333333333333333
2,7,1.0,1.3333333333333333
2,8,1.0,1.25
2,9,2.0,1.6666666666666667
2,10,2.0,1.6666666666666667
2,11,1.0,1.3333333333333333
2,12,2.0,1.6666666666666667
2,13,1.0,1.3333333333333333
2,14,1.0,1.3333333333333333
2,15,1.0,1.3333333333333333
2,16,2.0,1.6666666666666667
2,17,3.0,2.5
2,18,1.0,1.25
2,19,1.0,1.25
2,20,1.0,1.3333333333333333
2,21,3.0,2.5
2,22,3.0,2.5
2,23,1.0,1.25
2,24,1.0,1.25
2,25,1.0,1.25
2,26,1.0,1.25
2,27,1.0,1.3333333333333333
2,28,3.0,2.5
2,29,1.0,1.25
2,30,1.0,1.25
2,31,3.0,2.5
2,32,2.0,1.6666666666666667
3,1,3.0,2.5
3,2,2.0,2.0
3,4,2.0,2.0
3,5,2.0,2.0
3,6,2.0,2.0
3,7,3.0,2.5
3,8,1.0,1.3333333333333333
3,9,1.0,1.3333333333333333
3,10,1.0,1.3333333333333333
3,11,1.0,1.3333333333333333
3,12,4.0,3.0
3,13,2.0,2.0
3,14,2.0,1.6666666666666667
3,15,2.0,2.0
3,16,1.0,1.3333333333333333
3,17,1.0,1.3333333333333333
