node1,node2,free_bw,used_bw,delay,pkloss
1,3,99999.847546,152.441446,0,0.0
1,7,99999.88566,114.331084,0,0.0
1,8,99999.88566,114.335623,0,0.0
1,10,99999.88566,114.340162,0,0.0
1,12,99999.923773,76.226775,0,0.0
1,15,99999.923707,76.260093,0,0.0
1,18,99999.923713,76.257062,0,0.0
1,30,99999.885569,114.385593,0,0.0
2,3,99999.84751,152.459608,0,0.0
2,4,99999.847498,152.501986,0,0.0
2,5,99999.885624,114.358326,0,0.0
2,17,99999.923755,76.244937,0,0.0
2,21,99999.923755,76.244937,0,0.0
2,22,99999.885578,114.394668,0,0.0
2,28,99999.923707,76.269174,0,0.0
2,31,99999.88556,114.403761,0,0.0
3,4,99999.847498,152.465664,0,0.0
3,5,99999.88566,114.331084,0,0.0
3,6,99999.885669,114.326545,0,0.0
3,7,99999.885669,114.326545,0,0.0
3,12,99999.847546,152.441446,0,0.0
3,13,99999.847425,152.50202,0,0.0
3,15,99999.847413,152.508083,0,0.0
3,20,99999.885633,114.344706,0,0.0
3,27,99999.885569,114.376515,0,0.0
3,31,99999.88556,114.381062,0,0.0
3,32,99999.885633,114.349245,0,0.0
4,11,99999.84751,152.465659,0,0.0
4,14,99999.847425,152.532286,0,0.0
4,16,99999.847498,152.49593,0,0.0
4,17,99999.885624,114.371947,0,0.0
5,6,99999.88566,114.335623,0,0.0
5,9,99999.88566,114.335623,0,0.0
5,10,99999.88566,114.340162,0,0.0
5,11,99999.88566,114.335623,0,0.0
5,15,99999.88556,114.39014,0,0.0
5,16,99999.885633,114.353784,0,0.0
6,8,99999.885669,114.331084,0,0.0
6,19,99999.923719,76.251005,0,0.0
6,23,99999.923725,76.247974,0,0.0
6,27,99999.923713,76.254036,0,0.0
7,9,99999.847559,152.435394,0,0.0
8,18,99999.885569,114.381054,0,0.0
10,15,99999.847413,152.520186,0,0.0
10,29,99999.885633,114.353784,0,0.0
11,13,99999.885569,114.381054,0,0.0
11,29,99999.885633,114.349245,0,0.0
13,14,99999.885569,114.431024,0,0.0
13,22,99999.885569,114.426477,0,0.0
14,20,99999.923713,76.266143,0,0.0
14,21,99999.885569,114.399214,0,0.0
14,24,99999.885569,114.431024,0,0.0
15,18,99999.923707,76.29038,0,0.0
15,19,99999.923707,76.287349,0,0.0
15,26,99999.88556,114.440118,0,0.0
15,28,99999.88556,114.440118,0,0.0
16,23,99999.885578,114.394668,0,0.0
16,25,99999.885569,114.399214,0,0.0
18,30,99999.923713,76.287349,0,0.0
19,24,99999.923713,76.284318,0,0.0
19,25,99999.923713,76.284318,0,0.0
20,26,99999.923707,76.269174,0,0.0
22,32,99999.885569,114.399214,0,0.0
26,30,99999.88556,114.435571,0,0.0
