node1,node2,free_bw,used_bw,delay,pkloss
1,3,99999.924694,75.264625,0,0.0
1,7,99999.887041,112.892517,0,0.0
1,8,99999.887041,112.954465,0,0.0
1,10,99999.887041,112.954465,0,0.0
1,12,99999.843113,156.881202,0,0.0
1,15,99999.887041,112.958896,0,0.0
1,18,99999.887041,112.958896,0,0.0
1,30,99999.887041,112.896937,0,0.0
2,3,99999.924777,75.220372,0,0.0
2,4,99999.924777,75.220372,0,0.0
2,5,99999.887041,112.892517,0,0.0
2,17,99999.849565,150.434851,0,0.0
2,21,99999.805688,194.311682,0,0.0
2,22,99999.887041,112.892517,0,0.0
2,28,99999.849388,150.523356,0,0.0
2,31,99999.88705,112.888087,0,0.0
3,4,99999.924777,75.223319,0,0.0
3,5,99999.924694,75.264625,0,0.0
3,6,99999.887165,112.830558,0,0.0
3,7,99999.887165,112.830558,0,0.0
3,12,99999.9247,75.261671,0,0.0
3,13,99999.924694,75.264625,0,0.0
3,15,99999.924694,75.264625,0,0.0
3,20,99999.887165,112.830558,0,0.0
3,27,99999.88705,112.892507,0,0.0
3,31,99999.887041,112.896937,0,0.0
3,32,99999.887165,112.830558,0,0.0
4,11,99999.9247,75.261671,0,0.0
4,14,99999.880766,119.168989,0,0.0
4,16,99999.924777,75.223319,0,0.0
4,17,99999.924777,75.220372,0,0.0
5,6,99999.887041,112.892517,0,0.0
5,9,99999.924694,75.264625,0,0.0
5,10,99999.924694,75.302977,0,0.0
5,11,99999.924694,75.302977,0,0.0
5,15,99999.924694,75.30593,0,0.0
5,16,99999.924694,75.264625,0,0.0
6,8,99999.88705,112.888087,0,0.0
6,19,99999.849553,150.440745,0,0.0
6,23,99999.805688,194.311682,0,0.0
6,27,99999.8494,150.517449,0,0.0
7,9,99999.924777,75.220372,0,0.0
8,18,99999.924694,75.302977,0,0.0
10,15,99999.924694,75.302977,0,0.0
10,29,99999.88705,112.892507,0,0.0
11,13,99999.887041,112.954465,0,0.0
11,29,99999.88705,112.892507,0,0.0
13,14,99999.887041,112.958896,0,0.0
13,22,99999.887041,112.958896,0,0.0
14,20,99999.849388,150.523356,0,0.0
14,21,99999.887041,112.892517,0,0.0
14,24,99999.887041,112.954465,0,0.0
15,18,99999.843113,156.887355,0,0.0
15,19,99999.849388,150.52925,0,0.0
15,26,99999.887041,112.958896,0,0.0
15,28,99999.887041,112.958896,0,0.0
16,23,99999.887165,112.830558,0,0.0
16,25,99999.887165,112.834979,0,0.0
18,30,99999.88705,112.892507,0,0.0
19,24,99999.805475,194.425984,0,0.0
19,25,99999.849553,150.446638,0,0.0
20,26,99999.849388,150.523356,0,0.0
22,32,99999.887041,112.892517,0,0.0
26,30,99999.887041,112.896937,0,0.0
