node1,node2,free_bw,used_bw,delay,pkloss
1,3,99999.886022,113.87909,0,0.0
1,7,99999.848029,151.952833,0,0.0
1,8,99999.848029,151.964858,0,0.0
1,10,99999.885877,114.050418,0,0.0
1,12,99999.924015,75.982429,0,0.0
1,15,99999.924015,75.982429,0,0.0
1,18,99999.886022,113.973644,0,0.0
1,30,99999.848029,151.964858,0,0.0
2,3,99999.924147,75.85335,0,0.0
2,4,99999.848281,151.712694,0,0.0
2,5,99999.848269,151.718689,0,0.0
2,17,99999.924033,75.910374,0,0.0
2,21,99999.924039,75.907368,0,0.0
2,22,99999.924021,75.916386,0,0.0
2,28,99999.886103,113.838522,0,0.0
2,31,99999.886094,113.843026,0,0.0
3,4,99999.848293,151.7067,0,0.0
3,5,99999.848269,151.718689,0,0.0
3,6,99999.924147,75.85335,0,0.0
3,7,99999.848065,151.820748,0,0.0
3,12,99999.924021,75.916386,0,0.0
3,13,99999.924021,75.916386,0,0.0
3,15,99999.924021,75.916386,0,0.0
3,20,99999.924033,75.910374,0,0.0
3,27,99999.886031,113.874579,0,0.0
3,31,99999.886094,113.843026,0,0.0
3,32,99999.886058,113.865548,0,0.0
4,11,99999.88604,113.87007,0,0.0
4,14,99999.885868,113.955876,0,0.0
4,16,99999.886058,113.861052,0,0.0
4,17,99999.886049,113.865561,0,0.0
5,6,99999.886202,113.789017,0,0.0
5,9,99999.848053,151.838748,0,0.0
5,10,99999.885877,113.960345,0,0.0
5,11,99999.88604,113.879061,0,0.0
5,15,99999.885868,113.964868,0,0.0
5,16,99999.886058,113.870044,0,0.0
6,8,99999.886031,113.874579,0,0.0
6,19,99999.924021,75.916386,0,0.0
6,23,99999.924033,75.910374,0,0.0
6,27,99999.886031,113.874579,0,0.0
7,9,99999.88604,113.955605,0,0.0
8,18,99999.886031,113.969133,0,0.0
10,15,99999.885877,114.045908,0,0.0
10,29,99999.847836,152.043174,0,0.0
11,13,99999.924021,75.976416,0,0.0
11,29,99999.88604,113.951097,0,0.0
13,14,99999.923912,76.03362,0,0.0
13,22,99999.924021,75.979422,0,0.0
14,20,99999.923912,76.027608,0,0.0
14,21,99999.923912,76.024602,0,0.0
14,24,99999.885868,114.05043,0,0.0
15,18,99999.923912,76.03362,0,0.0
15,19,99999.924021,75.979422,0,0.0
15,26,99999.885868,114.014373,0,0.0
15,28,99999.886031,113.933076,0,0.0
16,23,99999.886049,113.946588,0,0.0
16,25,99999.886031,113.955606,0,0.0
18,30,99999.886031,113.969133,0,0.0
19,24,99999.886031,113.969133,0,0.0
19,25,99999.886031,113.969133,0,0.0
20,26,99999.886049,113.924057,0,0.0
22,32,99999.848041,151.940809,0,0.0
26,30,99999.848041,151.910768,0,0.0
